#{"t_start": 1736249810.1212168, "env_id": "None"}
r,l,t
-0.266758,200,163.237084
-1.528181,200,163.287114
-4.906172,200,163.337834
-3.263862,200,163.387355
-2.777669,200,163.437036
-1.527834,200,163.503973
-20.422789,200,163.56445
-7.166021,200,164.503826
-5.201838,200,164.565365
-2.435566,200,164.621482
-1.348025,200,164.670536
-30.668101,200,164.737519
-15.528501,200,164.787641
-3.115809,200,164.859422
-0.542849,200,164.903768
-6.61389,200,164.966785
-8.969913,200,165.02123
-2.688246,200,166.170508
-6.559208,200,166.23715
-2.816399,200,166.287256
-2.575933,200,166.336883
-2.779122,200,166.387388
-2.903374,200,166.437608
-25.458643,200,166.503933
-2.728836,200,166.555515
-2.623267,200,166.603568
-0.224259,200,166.670193
-2.654501,200,167.60348
-9.341827,200,167.669952
-33.0681,200,167.720414
-10.763711,200,167.774317
-4.188864,200,167.837129
-6.656307,200,167.903883
-62.033545,200,167.960362
-8.419609,200,168.007147
-0.81774,200,168.070862
-6.393138,200,168.137167
-5.034379,200,168.187172
-0.350712,200,169.187631
-1.813479,200,169.258392
-1.296449,200,169.320533
-2.037045,200,169.38711
-6.431233,200,169.453788
-4.22252,200,169.521429
-4.695142,200,169.570688
-9.524824,200,169.637291
-9.176526,200,169.690263
-5.804714,200,169.753927
-0.305956,200,170.720299
-4.385826,200,170.773719
-7.699638,200,170.842505
-2.002078,200,170.903559
-4.591929,200,170.970312
-2.230042,200,171.020462
-6.101383,200,171.087214
-11.987132,200,171.151754
-12.701849,200,171.203711
-4.050436,200,171.270622
-30.179492,200,172.390548
-4.361705,200,172.453819
-10.66979,200,172.507383
-1.841723,200,172.570891
-17.636591,200,172.647002
-34.748091,200,172.707429
-24.523125,200,172.774633
-4.860206,200,172.848127
-3.509018,200,172.923615
-3.622607,200,172.986991
-2.563826,200,174.004905
-7.858166,200,174.070145
-2.293118,200,174.120292
-8.126053,200,174.186936
-2.434662,200,174.249961
-23.497076,200,174.303611
-5.729945,200,174.353681
-5.797327,200,174.403525
-3.221657,200,174.470208
-17.156301,200,174.520019
-13.473406,200,174.620228
-5.076601,200,175.653502
-2.347625,200,175.723714
-0.639934,200,175.803594
-6.579325,200,175.853539
-1.083202,200,175.923615
-3.451608,200,175.987215
-15.028534,200,176.053818
-1.31873,200,176.120822
-14.957773,200,176.187429
-0.579634,200,176.25487
-23.522481,200,177.40349
-3.399519,200,177.470036
-4.866743,200,177.539996
-5.157273,200,177.587155
-2.201655,200,177.64733
-0.379242,200,177.703722
-0.332106,200,177.77073
-2.075798,200,177.839286
-6.277632,200,177.886834
-23.830235,200,177.953402
-2.196221,200,179.019734
-1.849039,200,179.069874
-4.821799,200,179.145931
-0.834369,200,179.203845
-2.612885,200,179.256951
-1.729952,200,179.303392
-2.779299,200,179.356879
-2.227636,200,179.403392
-5.375557,200,179.47131
-2.858318,200,179.520606
-0.912506,200,180.656615
-1.374781,200,180.702979
-6.018113,200,180.773846
-4.984105,200,180.831954
-0.344543,200,180.972738
-5.21467,200,181.088139
-0.24272,200,181.154104
-7.598569,200,181.21502
-1.417548,200,181.270796
-26.291502,200,181.326783
-16.716555,200,181.380508
-16.156483,200,182.502957
-2.188438,200,182.56989
-0.317308,200,182.619836
-1.045938,200,182.686332
-4.527475,200,182.746148
-2.183579,200,182.805574
-0.310834,200,182.853269
-27.001588,200,182.903405
-0.177503,200,182.969616
-6.808713,200,183.041451
-11.798515,200,184.259871
-59.375949,200,184.320087
-1.590974,200,184.386893
-2.100904,200,184.453173
-2.037737,200,184.522089
-4.769344,200,184.569675
-0.853797,200,184.62007
-4.350189,200,184.686528
-12.9152,200,184.746825
-1.605396,200,184.802497
-2.727921,200,185.786182
-36.97776,200,185.850096
-0.3648,200,185.903034
-4.002923,200,185.969511
-1.434706,200,186.045769
-1.349107,200,186.103221
-12.263525,200,186.169787
-4.222108,200,186.219555
-1.065106,200,186.303403
-0.337298,200,186.453238
-0.156178,200,187.405949
-5.535376,200,187.453065
-0.215386,200,187.502814
-3.692827,200,187.569301
-0.307821,200,187.622283
-5.541407,200,187.703568
-4.480457,200,187.770449
-2.762127,200,187.819747
-5.008314,200,187.869606
-0.020197,200,187.935884
-19.426557,200,187.986294
-6.752529,200,188.923068
-0.035522,200,188.969548
-4.548505,200,189.019866
-3.423087,200,189.086283
-0.537013,200,189.186171
-1.143563,200,189.269748
-2.897908,200,189.340226
-1.458411,200,189.40447
-12.357546,200,189.469405
-16.921743,200,189.56957
-2.091937,200,191.086747
-2.795494,200,191.141073
-4.763192,200,191.185926
-2.857461,200,191.24269
-7.012113,200,191.289545
-1.677343,200,191.345098
-0.473178,200,191.389357
-5.514917,200,191.446733
-8.962174,200,191.489333
-0.185779,200,191.552646
-1.760212,200,192.567826
-4.904652,200,192.619287
-3.784901,200,192.685444
-4.290511,200,192.74616
-2.067933,200,192.802667
-3.121271,200,192.852801
-3.152992,200,192.902702
-0.537048,200,192.969305
-1.236498,200,193.035851
-6.114161,200,193.086091
-0.299225,200,194.085855
-3.199073,200,194.150833
-2.409244,200,194.20252
-5.509224,200,194.252797
-1.504273,200,194.319069
-0.210056,200,194.369692
-0.928834,200,194.419105
-1.253377,200,194.4689
-2.084659,200,194.536501
-3.014552,200,194.585861
-4.455888,200,194.63948
-2.093056,200,195.618979
-5.124782,200,195.685346
-4.422154,200,195.741295
-2.972545,200,195.802822
-5.643893,200,195.869105
-6.45064,200,195.919417
-2.661518,200,195.969077
-0.342626,200,196.034204
-7.67727,200,196.085769
-8.353141,200,196.143442
-0.912336,200,197.085777
-11.491107,200,197.142463
-2.407502,200,197.185761
-0.289778,200,197.256517
-0.599665,200,197.318994
-7.576651,200,197.389222
-1.068972,200,197.443333
-1.223226,200,197.485864
-8.203327,200,197.552553
-2.712912,200,197.606084
-0.429674,200,198.602323
-8.219884,200,198.658971
-0.733273,200,198.719287
-3.500141,200,198.802279
-2.33784,200,198.859248
-1.11352,200,198.902494
-0.41475,200,198.972585
-0.480317,200,199.019011
-0.596545,200,199.073009
-2.193623,200,199.139272
-6.016109,200,200.11767
-0.279983,200,200.169055
-1.177646,200,200.219521
-3.140624,200,200.271918
-0.034946,200,200.339138
-0.121566,200,200.385601
-6.0674,200,200.447594
-3.678121,200,200.502035
-1.62344,200,200.552096
-3.93202,200,200.602419
-1.141581,200,200.652422
-1.154838,200,201.672246
-6.114073,200,201.718786
-0.382056,200,201.785607
-3.095192,200,201.869056
-0.812489,200,201.936436
-0.66808,200,201.98925
-1.162214,200,202.045363
-0.160207,200,202.085526
-3.731232,200,202.152304
-0.053839,200,202.205655
-8.546845,200,203.218716
-2.19572,200,203.271319
-0.863498,200,203.340209
-2.193435,200,203.402115
-0.058008,200,203.452195
-0.127468,200,203.502861
-0.192664,200,203.568493
-2.18994,200,203.618991
-4.959395,200,203.668644
-1.902582,200,203.719659
-2.071429,200,204.752407
-0.020698,200,204.818796
-0.850315,200,204.903123
-4.412685,200,204.973036
-4.411932,200,205.037054
-2.130165,200,205.087996
-1.598076,200,205.143202
-2.149475,200,205.185871
-1.715988,200,205.252113
-0.640408,200,205.306067
-0.264363,200,206.318663
-1.692668,200,206.372085
-6.891568,200,206.418732
-0.299619,200,206.485352
-3.525466,200,206.548138
-0.217279,200,206.603495
-0.089488,200,206.652094
-5.656131,200,206.704512
-0.550231,200,206.767232
-2.172797,200,206.818641
-0.272741,200,207.888011
-0.48165,200,207.94679
-2.428107,200,208.005383
-0.228616,200,208.085626
-6.729271,200,208.152165
-3.493654,200,208.222229
-0.996506,200,208.285338
-1.720451,200,208.341947
-3.857026,200,208.385154
-0.53238,200,208.44835
-1.177131,200,208.485624
-0.539137,200,209.485765
-2.294719,200,209.551856
-0.007391,200,209.61853
-6.705513,200,209.685296
-2.991563,200,209.752053
-0.091482,200,209.80207
-2.507813,200,209.852193
-2.831006,200,209.918566
-1.333587,200,209.9718
-0.934638,200,210.018393
-0.009128,200,211.268893
-2.661069,200,211.421052
-3.082209,200,211.474307
-1.870903,200,211.537484
-1.784214,200,211.585393
-1.101327,200,211.650422
-2.654102,200,211.703156
-1.119826,200,211.755782
-0.45791,200,211.819286
-3.712828,200,211.874485
-1.287143,200,212.918505
-5.969522,200,212.985038
-1.838528,200,213.041662
-0.527841,200,213.101908
-0.66699,200,213.151729
-1.269295,200,213.218428
-0.105346,200,213.277414
-1.409811,200,213.34285
-2.957472,200,213.402192
-4.098802,200,213.451779
-0.435511,200,214.70211
-1.151368,200,214.751894
-0.903253,200,214.81866
-1.274301,200,214.877905
-0.421927,200,214.934903
-2.241676,200,214.988273
-0.073524,200,215.043684
-1.415355,200,215.103994
-1.565053,200,215.151597
-17.653896,200,215.201515
-2.603257,200,215.268321
-0.191929,200,216.484244
-0.12688,200,216.547404
-0.167496,200,216.605234
-1.275604,200,216.651809
-2.095604,200,216.718175
-0.187329,200,216.785017
-0.398444,200,216.849629
-0.612088,200,216.901449
-0.15872,200,216.951756
-0.321668,200,217.018361
-4.455753,200,218.20904
-1.236173,200,218.274877
-7.281694,200,218.342477
-2.574508,200,218.407425
-2.458818,200,218.470063
-2.099305,200,218.540844
-2.637682,200,218.609652
-0.639066,200,218.678012
-0.707741,200,218.737277
-5.329525,200,218.79584
-0.447854,200,219.875592
-0.196754,200,219.944427
-1.460801,200,220.030279
-0.27135,200,220.091853
-1.424113,200,220.14538
-10.781732,200,220.20123
-0.849934,200,220.275397
-0.130275,200,220.334091
-3.400361,200,220.397771
-0.000157,200,220.462093
-0.004372,200,221.50096
-4.92551,200,221.551303
-0.052463,200,221.61808
-2.365733,200,221.690592
-8.144884,200,221.765848
-0.33548,200,221.818249
-3.568398,200,221.86799
-3.533709,200,221.941056
-0.504946,200,222.00988
-3.578845,200,222.063967
-0.784497,200,222.12174
-2.30324,200,223.282473
-0.535715,200,223.347084
-4.252159,200,223.411817
-3.217721,200,223.472431
-1.860176,200,223.536314
-0.436268,200,223.594058
-0.20357,200,223.659025
-1.103416,200,223.70123
-1.041217,200,223.774582
-0.157397,200,223.835503
-1.955741,200,225.446486
-1.840695,200,225.501651
-1.652038,200,225.571002
-0.352881,200,225.656252
-1.133556,200,225.727419
-1.982281,200,225.784302
-0.354689,200,225.838181
-3.865633,200,225.897291
-0.39978,200,225.963933
-0.01896,200,226.02363
-2.343988,200,226.999423
-1.388859,200,227.054728
-0.241096,200,227.11782
-2.616213,200,227.167738
-0.13369,200,227.261163
-0.59364,200,227.328528
-0.675569,200,227.387424
-0.520174,200,227.444175
-3.138059,200,227.494172
-0.890588,200,227.551415
-3.671155,200,228.805619
-0.030908,200,228.869312
-1.052714,200,228.935687
-2.727832,200,228.996509
-8.011465,200,229.050865
-0.338835,200,229.118302
-0.31843,200,229.16756
-2.872133,200,229.217623
-0.71087,200,229.284766
-0.962794,200,229.351152
-0.403286,200,229.403703
-3.200396,200,230.370218
-0.127637,200,230.417601
-3.393541,200,230.470014
-0.43894,200,230.517725
-0.176469,200,230.583814
-0.192108,200,230.633697
-6.232813,200,230.684655
-7.290317,200,230.735862
-1.228389,200,230.784507
-1.875927,200,230.838676
-1.549926,200,232.055544
-0.036175,200,232.101577
-8.304601,200,232.167933
-1.358309,200,232.219926
-0.75072,200,232.269189
-1.452838,200,232.335086
-3.828199,200,232.386906
-0.824561,200,232.450729
-4.89256,200,232.503207
-0.886543,200,232.55087
-1.854409,200,233.628326
-1.746747,200,233.684846
-2.303566,200,233.73422
-2.79248,200,233.784368
-1.876364,200,233.845532
-0.593372,200,233.897067
-1.307187,200,233.950566
-0.209169,200,234.000961
-0.688492,200,234.050832
-4.200433,200,234.103329
-0.166197,200,235.083913
-0.971878,200,235.137911
-1.369755,200,235.184181
-1.67274,200,235.234346
-0.50858,200,235.301905
-0.261609,200,235.350827
-0.195172,200,235.401978
-0.001573,200,235.450832
-15.923845,200,235.502923
-0.440442,200,235.550708
-1.379499,200,235.602454
-0.037391,200,236.650516
-3.284444,200,236.734347
-3.209931,200,236.800808
-0.356874,200,236.850765
-1.486887,200,236.903903
-0.073806,200,236.967349
-0.064387,200,237.017126
-0.196654,200,237.067239
-0.070405,200,237.117343
-1.358011,200,237.183831
-0.570555,200,238.233926
-3.694689,200,238.300415
-1.934579,200,238.351401
-0.553905,200,238.40628
-0.225377,200,238.450594
-1.938296,200,238.517083
-0.351063,200,238.567075
-0.371714,200,238.617115
-2.437675,200,238.683232
-0.061672,200,238.733963
-1.875514,200,239.770542
-0.362399,200,239.81731
-1.263728,200,239.900527
-0.70419,200,239.950428
-5.661872,200,240.033869
-1.260607,200,240.083627
-2.930891,200,240.134216
-1.367411,200,240.207829
-0.532731,200,240.267037
-0.135348,200,240.320412
-2.020355,200,241.300231
-0.195805,200,241.350498
-0.211194,200,241.409495
-0.030558,200,241.467284
-0.321049,200,241.517036
-0.107816,200,241.583544
-0.276206,200,241.633635
-0.0977,200,241.683858
-0.376955,200,241.733556
-1.559024,200,241.800305
-0.001529,200,241.850279
-0.066757,200,242.900292
-0.12057,200,242.970142
-0.09622,200,243.017103
-0.222752,200,243.088945
-0.250258,200,243.133643
-5.087764,200,243.20408
-0.846301,200,243.266997
-3.425394,200,243.333742
-3.765279,200,243.383816
-0.07178,200,243.450336
-1.916262,200,244.487444
-0.000657,200,244.550121
-0.089512,200,244.60017
-0.439441,200,244.666755
-0.483225,200,244.717139
-1.445493,200,244.766762
-0.159066,200,244.817049
-1.012252,200,244.883568
-0.001799,200,244.933612
-2.367381,200,244.983665
-5.450014,200,245.967154
-0.37616,200,246.01743
-1.306888,200,246.066738
-0.128172,200,246.13336
-0.676579,200,246.200774
-0.854059,200,246.250669
-0.577082,200,246.302408
-0.567149,200,246.350189
-1.567658,200,246.400674
-0.607714,200,246.466895
-2.372136,200,247.45001
-0.073032,200,247.516153
-0.753167,200,247.566848
-0.296261,200,247.633571
-1.193921,200,247.683354
-0.280599,200,247.750185
-1.613897,200,247.800678
-2.421744,200,247.850296
-0.470876,200,247.917337
-2.014893,200,247.967034
-0.073132,200,249.5831
-0.039132,200,249.633677
-1.318197,200,249.700082
-0.743035,200,249.753656
-0.16292,200,249.800433
-2.110637,200,249.866806
-1.025682,200,249.916936
-0.258537,200,249.983361
-1.452427,200,250.03333
-1.894185,200,250.100125
-0.351644,200,250.200226
-0.053831,200,252.199892
-0.255164,200,252.333421
-0.195309,200,252.482525
-1.849809,200,252.599935
-0.148741,200,252.732608
-2.604857,200,252.850134
-0.190416,200,252.950207
-4.238465,200,253.066693
-2.302497,200,253.199909
-0.643146,200,253.303492
-1.227454,200,255.334506
-1.027219,200,255.433245
-2.655611,200,255.583265
-0.423886,200,255.670571
-0.65488,200,255.769576
-3.822059,200,255.917112
-0.060749,200,256.065759
-0.145061,200,256.117394
-0.130505,200,256.166865
-0.623947,200,256.219987
-7.670385,200,257.249607
-0.18982,200,257.29985
-0.712744,200,257.349604
-1.525796,200,257.418562
-1.156692,200,257.466307
-0.500654,200,257.518625
-0.99113,200,257.566727
-0.694109,200,257.633118
-1.250708,200,257.683055
-1.709083,200,257.718936
-7.130782,200,258.68504
-0.430051,200,258.732983
-0.240554,200,258.783454
-2.174833,200,258.849611
-0.981297,200,258.902183
-0.052818,200,258.966376
-0.613134,200,259.020289
-0.094893,200,259.083177
-0.444521,200,259.133664
-3.170227,200,259.19982
-0.14961,200,259.249711
-1.043976,200,260.169385
-0.971237,200,260.222183
-0.821063,200,260.26645
-0.830878,200,260.332821
-0.393791,200,260.385703
-0.668113,200,260.432831
-1.29432,200,260.499595
-0.175472,200,260.549342
-0.962153,200,260.602752
-0.000956,200,260.664438
-1.938832,200,261.669547
-1.221457,200,261.749895
-0.165864,200,261.869576
-0.506731,200,261.923997
-1.824134,200,261.966367
-1.002751,200,262.032732
-0.002852,200,262.082879
-0.449614,200,262.13282
-0.091551,200,262.182698
-0.117678,200,262.232769
-1.360911,200,263.284822
-0.370229,200,263.33267
-4.757835,200,263.416523
-0.424136,200,263.466044
-4.766445,200,263.532797
-0.155888,200,263.58322
-0.270537,200,263.649297
-0.35425,200,263.701492
-0.412543,200,263.749315
-0.447602,200,263.799364
-0.83064,200,264.799215
-0.010538,200,264.849306
-1.066186,200,264.899653
-6.681693,200,264.966046
-0.16749,200,265.032649
-0.246597,200,265.083684
-0.428908,200,265.13256
-0.178471,200,265.182519
-0.353294,200,265.249431
-2.523531,200,265.299186
-0.596978,200,265.349239
-0.151255,200,266.284475
-1.81849,200,266.332608
-0.54653,200,266.399323
-0.776695,200,266.466545
-1.711286,200,266.53263
-0.091588,200,266.585732
-0.595844,200,266.632769
-1.316692,200,266.699755
-0.138465,200,266.750643
-0.381959,200,266.802453
-1.404138,200,267.849435
-1.263236,200,267.915683
-0.230353,200,268.016156
-0.154312,200,268.065832
-0.842352,200,268.132611
-0.478864,200,268.182546
-0.061866,200,268.232557
-0.839157,200,268.298551
-0.317829,200,268.349293
-0.04019,200,268.39948
-2.10587,200,269.415991
-0.215187,200,269.465764
-0.116037,200,269.54933
-0.076108,200,269.615822
-0.871512,200,269.665838
-7.497957,200,269.73289
-1.087137,200,269.782305
-0.096542,200,269.833126
-0.01192,200,269.89918
-2.354112,200,269.948898
-1.005547,200,270.985605
-0.522554,200,271.034048
-1.169985,200,271.102554
-3.214039,200,271.165989
-1.007291,200,271.215958
-1.09762,200,271.266066
-0.479576,200,271.332789
-0.045504,200,271.382252
-1.414935,200,271.435081
-0.774404,200,271.483111
-0.48314,200,271.535558
-1.308673,200,272.465671
-1.872895,200,272.515531
-1.684202,200,272.565474
-0.077504,200,272.635861
-0.075805,200,272.702235
-3.161193,200,272.748976
-0.909006,200,272.800735
-0.016989,200,272.849092
-0.210084,200,272.915868
-0.866573,200,272.965718
-0.143574,200,273.915645
-0.376023,200,273.984096
-0.47312,200,274.048772
-0.232726,200,274.115821
-1.301873,200,274.166435
-1.142939,200,274.237546
-0.322689,200,274.281996
-2.010417,200,274.337654
-0.848899,200,274.382224
-0.679846,200,274.437941
-0.891992,200,275.368871
-0.507868,200,275.41545
-0.930313,200,275.46532
-0.267315,200,275.532074
-0.085256,200,275.585148
-0.031465,200,275.648765
-0.827813,200,275.698856
-4.296318,200,275.748946
-0.130806,200,275.815437
-0.105182,200,275.86534
-0.921194,200,276.898779
-0.565616,200,276.948939
-2.805049,200,277.015515
-0.063429,200,277.065509
-1.014132,200,277.130577
-0.205163,200,277.182712
-0.376115,200,277.232332
-0.520059,200,277.302629
-0.00633,200,277.348803
-0.633869,200,277.415532
-0.591086,200,277.482586
-0.735266,200,278.465302
-0.188711,200,278.532031
-2.356085,200,278.598764
-1.32495,200,278.664778
-0.646045,200,278.715341
-0.251717,200,278.765127
-0.056445,200,278.815279
-0.009509,200,278.865608
-0.8794,200,278.932004
-0.193212,200,278.982383
-0.952848,200,279.985591
-0.02466,200,280.031902
-0.596127,200,280.131805
-0.028493,200,280.182642
-0.765736,200,280.231943
-0.398703,200,280.299235
-0.498912,200,280.348393
-2.227221,200,280.400833
-0.607327,200,280.448459
-0.012531,200,280.498585
-0.517182,200,281.432059
-1.249818,200,281.484327
-2.225538,200,281.54851
-0.398643,200,281.598568
-0.515862,200,281.649493
-0.21988,200,281.71511
-0.137023,200,281.765157
-2.158087,200,281.815423
-0.467562,200,281.865222
-0.537833,200,281.931914
-0.863453,200,282.898401
-0.730729,200,282.965129
-0.821188,200,283.015437
-0.228613,200,283.081707
-0.496876,200,283.14849
-1.844343,200,283.202373
-0.589112,200,283.250602
-0.60659,200,283.301836
-1.529534,200,283.365527
-1.253441,200,283.418469
-0.70302,200,283.465089
-0.687299,200,284.448514
-1.221309,200,284.498625
-3.337667,200,284.564989
-0.073642,200,284.63168
-0.369653,200,284.681782
-2.701897,200,284.731658
-0.59486,200,284.781645
-0.606191,200,284.831744
-0.121502,200,284.881748
-0.454547,200,284.948459
-0.05052,200,285.931561
-0.322764,200,285.998462
-0.061693,200,286.053877
-0.682124,200,286.115731
-0.226373,200,286.165
-1.655075,200,286.21506
-0.975775,200,286.265905
-0.251612,200,286.331108
-0.570171,200,286.381658
-0.371802,200,286.431639
-0.607344,200,287.368416
-0.618356,200,287.414945
-0.065042,200,287.464951
-0.186854,200,287.531776
-0.44049,200,287.584485
-1.653926,200,287.648307
-0.087709,200,287.701707
-0.177457,200,287.756394
-0.230146,200,287.798632
-1.576151,200,287.864299
-0.04909,200,288.848237
-0.126353,200,288.898358
-0.248753,200,288.958423
-1.449368,200,289.031511
-0.293849,200,289.102189
-1.522794,200,289.164779
-1.788538,200,289.218533
-0.102957,200,289.264771
-2.044222,200,289.331597
-0.315146,200,289.381686
-1.082596,200,290.381322
-0.316644,200,290.448052
-0.235343,200,290.498242
-0.132357,200,290.564612
-0.009291,200,290.615036
-0.59804,200,290.714844
-0.196969,200,290.764906
-1.154513,200,290.815202
-0.256036,200,290.881518
-0.674899,200,290.935179
-0.286161,200,290.98154
-1.24856,200,291.981536
-0.043471,200,292.03128
-0.023163,200,292.098131
-0.14853,200,292.16222
-0.092234,200,292.215065
-0.562781,200,292.281422
-0.037809,200,292.334992
-0.577397,200,292.398369
-0.019947,200,292.464797
-0.190649,200,292.5148
-0.836076,200,293.548128
-0.015616,200,293.614686
-0.030974,200,293.681169
-0.978406,200,293.731328
-1.022403,200,293.781413
-0.00576,200,293.848439
-0.000219,200,293.897977
-0.054977,200,293.948765
-0.036569,200,293.998282
-0.437616,200,294.048164
-0.085333,200,295.064606
-0.049127,200,295.114769
-0.025092,200,295.231093
-0.56968,200,295.28131
-1.707799,200,295.331252
-0.267071,200,295.398037
-0.207243,200,295.448499
-0.359979,200,295.497962
-0.137478,200,295.547902
-0.953752,200,295.614656
-0.074217,200,296.666825
-0.320184,200,296.714456
-2.509701,200,296.797896
-0.163728,200,296.867101
-0.057839,200,296.931298
-0.545374,200,297.031373
-0.620227,200,297.098247
-0.402203,200,297.167806
-0.109884,200,297.318472
-0.518261,200,297.481217
-0.417851,200,297.614604
-2.522217,200,298.917952
-0.182844,200,298.981202
-0.063146,200,299.031162
-0.377046,200,299.081113
-0.567421,200,299.147979
-0.190432,200,299.281173
-0.021616,200,299.414474
-0.050646,200,299.547702
-2.813838,200,299.681082
-0.03402,200,299.814592
-0.398279,200,301.031168
-0.227833,200,301.101978
-0.494564,200,301.147772
-0.145141,200,301.214954
-0.497106,200,301.267801
-0.679697,200,301.314596
-0.144371,200,301.380434
-0.023104,200,301.430826
-0.125132,200,301.484427
-0.173194,200,301.531671
-0.183766,200,302.510202
-0.167212,200,302.549685
-0.585139,200,302.613196
-0.118729,200,302.679987
-0.20407,200,302.753958
-0.422552,200,302.84253
-0.6243,200,302.898317
-0.021222,200,302.951311
-0.033164,200,303.008052
-0.195145,200,303.061041
-0.150678,200,304.063869
-1.588439,200,304.114156
-0.458514,200,304.180674
-0.074638,200,304.24743
-0.124099,200,304.314323
-1.762122,200,304.364143
-0.400602,200,304.414288
-0.603685,200,304.464159
-0.000962,200,304.531051
-0.253865,200,304.580777
-0.257037,200,304.629974
-0.160372,200,305.581537
-0.286573,200,305.633212
-0.461005,200,305.680695
-1.052127,200,305.733066
-0.000144,200,305.806879
-0.423824,200,305.850706
-0.133766,200,305.913622
-0.696432,200,305.964103
-0.621088,200,306.014143
-0.452115,200,306.067275
-0.170505,200,307.013938
-0.23628,200,307.064637
-0.176355,200,307.113959
-0.153931,200,307.164152
-0.401473,200,307.230619
-1.446414,200,307.28094
-0.066076,200,307.348113
-0.617364,200,307.402861
-0.272338,200,307.448141
-0.14618,200,307.505172
-0.054927,200,308.431571
-1.112726,200,308.501006
-0.133158,200,308.55077
-0.015072,200,308.614031
-0.021823,200,308.667336
-0.264054,200,308.713997
-0.036091,200,308.780639
-0.155102,200,308.830592
-0.169159,200,308.880622
-1.230215,200,308.930594
-0.018847,200,309.949737
-0.444087,200,310.013892
-0.162916,200,310.067001
-0.138122,200,310.130743
-0.492069,200,310.199764
-0.786727,200,310.247316
-0.446311,200,310.305548
-0.435106,200,310.363843
-0.227071,200,310.414375
-0.127702,200,310.482976
-0.068428,200,310.530688
-1.111537,200,311.482162
-0.322301,200,311.530567
-0.179123,200,311.582757
-0.10133,200,311.630504
-0.262342,200,311.713964
-0.009211,200,311.764668
-0.020567,200,311.813839
-0.039821,200,311.864351
-0.023273,200,311.930851
-0.665653,200,311.983466
-0.028855,200,312.98053
-0.055474,200,313.030698
-0.124505,200,313.114396
-1.828356,200,313.185473
-0.82384,200,313.230191
-0.303579,200,313.285575
-0.506231,200,313.346945
-0.260822,200,313.402779
-0.289649,200,313.446845
-0.526028,200,313.50901
-0.123257,200,314.486366
-0.149081,200,314.548078
-0.029518,200,314.63041
-0.022005,200,314.699064
-0.07031,200,314.766497
-0.20206,200,314.830297
-0.108549,200,314.903837
-1.138922,200,314.947281
-0.67585,200,315.013614
-0.64851,200,315.063545
-0.265178,200,316.063495
-0.000461,200,316.113614
-1.346856,200,316.167035
-0.396185,200,316.214178
-0.741717,200,316.287923
-3.6e-05,200,316.34705
-0.690116,200,316.402875
-0.063141,200,316.447386
-1.987106,200,316.511672
-0.13608,200,316.563641
-0.25935,200,316.614372
-0.097432,200,317.53136
-0.202996,200,317.598586
-0.051995,200,317.647443
-0.857536,200,317.71362
-0.004735,200,317.767146
-0.494907,200,317.831542
-0.060202,200,317.88323
-0.089741,200,317.930222
-1.041277,200,317.990998
-0.375795,200,318.045728
-0.129795,200,319.005566
-0.080791,200,319.049276
-0.779988,200,319.110601
-0.239692,200,319.180207
-1.510825,200,319.267207
-0.610672,200,319.329492
-1.472597,200,319.380229
-0.876333,200,319.429817
-0.676316,200,319.496309
-0.004212,200,319.546829
-0.358852,200,320.530556
-0.272498,200,320.613854
-0.058147,200,320.680053
-0.141542,200,320.747261
-0.062745,200,320.813817
-0.15758,200,320.880055
-0.423835,200,320.930015
-0.107122,200,320.994858
-0.041905,200,321.046602
-0.803225,200,321.114075
-0.708505,200,322.202409
-0.065854,200,322.266562
-0.047074,200,322.328356
-0.84189,200,322.380254
-0.027337,200,322.430009
-0.267571,200,322.495206
-0.217544,200,322.545943
-0.341128,200,322.603232
-0.911823,200,322.647228
-1.319487,200,322.730527
-0.440773,200,322.804487
-0.087407,200,323.729789
-0.047294,200,323.779927
-0.055479,200,323.830351
-0.357658,200,323.913598
-0.114956,200,324.012747
-0.869163,200,324.063345
-0.144423,200,324.12982
-0.224935,200,324.179726
-0.097726,200,324.263691
-0.00963,200,324.431056
-0.004026,200,325.913403
-0.146267,200,325.963721
-0.437717,200,326.029197
-0.130965,200,326.079842
-0.986091,200,326.133647
-0.549454,200,326.195033
-0.489688,200,326.250103
-0.404786,200,326.304226
-0.97813,200,326.350023
-0.066389,200,326.413289
-0.344645,200,327.479888
-0.420948,200,327.546446
-0.592779,200,327.630358
-0.431634,200,327.698308
-0.261296,200,327.746595
-1.021144,200,327.813186
-0.08307,200,327.879919
-0.003388,200,327.946427
-0.059159,200,328.002213
-1.291707,200,328.046468
-0.701524,200,329.147037
-0.288293,200,329.22978
-0.001561,200,329.313806
-0.181048,200,329.379996
-0.383419,200,329.463749
-0.352211,200,329.547108
-0.667301,200,329.629608
-0.22555,200,329.709391
-1.045381,200,329.76293
-0.109974,200,329.813233
-0.182961,200,330.829378
-0.219299,200,330.879821
-0.280839,200,330.929676
-0.379893,200,330.996988
-0.070465,200,331.046267
-0.059927,200,331.113086
-0.016344,200,331.162888
-0.161804,200,331.21319
-0.300041,200,331.262779
-0.225375,200,331.329422
-3.168944,200,331.379447
-0.705177,200,332.562821
-0.204998,200,332.64613
-0.673848,200,332.71299
-0.158356,200,332.762886
-0.008626,200,332.8294
-0.009019,200,332.901579
-0.422744,200,332.946017
-0.072426,200,333.008633
-0.000381,200,333.062855
-0.544027,200,333.11291
-1.353861,200,334.146961
-0.598784,200,334.206621
