Step,Reward,Score
570,-0.32007167023728844,191
571,-0.32242289872728064,191
572,-0.3246333837661749,191
573,-0.32669528970581524,191
574,-0.32860170963534463,191
575,-0.33034678373381976,191
576,-0.3319258827314713,191
577,-0.33333568258423807,191
578,-0.33457424895678756,191
579,-0.33564115164266617,191
580,-0.3365375203445097,191
581,-0.3372661090170091,191
582,-0.33783118882612884,191
583,-0.3382385030582079,191
584,-0.33849523676289306,191
585,-0.33860986936507165,191
586,-0.3385919706229371,191
587,-0.3384521130403987,191
588,-0.33820166295580956,191
589,-0.33785265595707753,191
590,-0.33741759578991803,191
591,-0.3369092416013766,191
592,-0.3363405536191867,191
593,-0.3357245126827805,191
594,-0.335073997029865,191
595,-0.3344016797292061,191
596,-0.3337199285855085,191
597,-0.33304072026583664,191
598,-0.33237561545867655,191
599,-0.3317356138572646,191
600,-0.3311312192623549,191
601,-0.33057229657460807,191
602,-0.3300680716523377,191
603,-0.32962711985867005,191
604,-0.3292573056252913,191
605,-0.32896581898973226,191
606,-0.32875916533562666,191
607,-0.32864307023151157,191
608,-0.32862255655643047,191
609,-0.32870189328348254,191
610,-0.32888464896979763,191
611,-0.32917362968231156,191
612,-0.32957090430674435,191
613,-0.33007783403252855,191
614,-0.33069499077049924,191
615,-0.3314222028570218,191
616,-0.3322585678230706,191
617,-0.3332024521177667,191
618,-0.3342513888592237,191
619,-0.33540214596433826,191
620,-0.3366506995697201,191
621,-0.33799219579077733,191
622,-0.33942093956062425,191
623,-0.34093037620323974,191
624,-0.34251306002989756,191
625,-0.34416062285018145,191
626,-0.34586374713000223,191
627,-0.34761215673735263,191
628,-0.3493946569076445,191
629,-0.3511990602613815,191
630,-0.35301226680952147,191
631,-0.3548203273343553,191
632,-0.35660851774290303,191
633,-0.3583615278224541,191
634,-0.36006365894247716,191
635,-0.3616990875538989,191
636,-0.36325219609701365,191
637,-0.36470797892654405,191
638,-0.3660524735945405,191
639,-0.36727323265799106,191
640,-0.36835980777555555,191
641,-0.36930411005451647,191
642,-0.3701008028445478,191
643,-0.3707474979572375,191
644,-0.3712448746195589,191
645,-0.37159665487907634,191
646,-0.37180941298358394,191
647,-0.3718922994704863,191
648,-0.37185666796419814,191
649,-0.371715629044026,191
650,-0.3714836780433157,191
651,-0.37117623983348014,191
652,-0.37080918668101526,191
653,-0.3703985445645184,191
654,-0.3699602060771512,191
655,-0.3695096856358214,191
656,-0.36906182940971155,191
657,-0.3686308069379298,191
658,-0.368229877156683,191
659,-0.3678713031977443,191
660,-0.3675662932968278,191
661,-0.3673249294922577,191
662,-0.36715614283067477,191
663,-0.3670676065838331,191
664,-0.36706568762918446,191
665,-0.3671554660265445,191
666,-0.3673406761117537,191
667,-0.3676236408102015,191
668,-0.36800523152885034,191
669,-0.36848488858385353,191
670,-0.369060561322724,191
671,-0.36972871548418396,191
672,-0.3704843019291759,191
673,-0.3713208031889864,191
674,-0.37223028300753624,191
675,-0.37320333249183335,191
676,-0.374229225468274,191
677,-0.37529604495864455,191
678,-0.37639073806882173,191
679,-0.37749940575672636,191
680,-0.37860750514306996,191
681,-0.3797001544786178,191
682,-0.38076247356564974,191
683,-0.3817800416699587,191
684,-0.3827392469076757,191
685,-0.3836278456500305,191
686,-0.3844352713093784,191
687,-0.3851530727022907,191
688,-0.3857752141223634,191
689,-0.38629829792731707,191
690,-0.3867216250471185,191
691,-0.38704719004298704,191
692,-0.3872794911683517,191
693,-0.3874252841015082,191
694,-0.38749328002791805,191
695,-0.3874937602414674,191
696,-0.3874381621556494,191
697,-0.3873385993839922,191
698,-0.3872075822583372,191
699,-0.3870576706018607,191
700,-0.38690112218251493,191
701,-0.3867496879560143,191
702,-0.38661440697247773,191
703,-0.3865054045669305,191
704,-0.38643180770526997,191
705,-0.38640164625692863,191
706,-0.3864217572367532,191
707,-0.386497713227386,191
708,-0.3866338574332808,191
709,-0.3868331677353164,191
710,-0.38709725104268455,191
711,-0.3874263094164586,191
712,-0.3878191782943218,191
713,-0.388273307468055,191
714,-0.38878475015461567,191
715,-0.3893482729104182,191
716,-0.38995733581016523,191
717,-0.3906042895396007,191
718,-0.3912804769413798,191
719,-0.3919764438393516,191
720,-0.3926821539785299,191
721,-0.39338724874792486,191
722,-0.3930354441808165,191
723,-0.39174551098975574,191
724,-0.39039854886446534,191
725,-0.38890511763109514,191
726,-0.3871847015873183,191
727,-0.3851836915505005,191
728,-0.3828876317398544,191
729,-0.3803249374067491,191
730,-0.3775622721334364,191
731,-0.37469382929079986,191
732,-0.3718279480695317,191
733,-0.3690743762592972,191
734,-0.36653421483834125,191
735,-0.3642936124034726,191
736,-0.36242090399571825,191
737,-0.36096634274628225,191
738,-0.35996349799493266,191
739,-0.3594312335463845,191
740,-0.35937566220869976,191
741,-0.35979166477926783,191
742,-0.36066389053944337,191
743,-0.36196730178545233,191
744,-0.363667520775798,191
745,-0.3657213427836691,191
746,-0.3680776604849769,191
747,-0.37067896212591767,191
748,-0.37346349099183607,191
749,-0.37636784182792116,191
750,-0.3793298065732462,191
751,-0.382290761154933,191
752,-0.38519740579739203,191
753,-0.388002433605808,191
754,-0.3906643182289934,191
755,-0.3931465135810134,191
756,-0.39541650236671466,191
757,-0.39744509237122383,191
758,-0.3992066311879304,191
759,-0.40067968521261166,191
760,-0.401848211204612,191
761,-0.4027029481941079,191
762,-0.4032421745107321,191
763,-0.40347196141625763,191
764,-0.403405622453183,191
765,-0.4030625851432643,191
766,-0.4024667265617392,191
767,-0.4016447644562815,191
768,-0.40062491623163576,191
769,-0.39943570858346356,191
770,-0.3981054199970523,191
771,-0.39666169921480565,191
772,-0.3951314499079278,191
773,-0.39354098213941346,191
774,-0.39191602554142335,191
775,-0.39028174506017455,191
776,-0.38866268338490295,191
777,-0.38708248078004703,191
778,-0.3855635967499441,191
779,-0.3841269471859807,191
780,-0.3827915681644648,191
781,-0.3815742226659481,191
782,-0.38048915062441346,191
783,-0.3795478754186561,191
784,-0.3787590468506943,191
785,-0.37812847438160757,191
786,-0.37765923296583026,191
787,-0.37735174373660474,191
788,-0.37720400135115495,191
789,-0.37721185926669776,191
790,-0.3773693164685975,191
791,-0.3776687992858039,191
792,-0.37810145936876527,191
793,-0.3786575317633777,191
794,-0.37932651237483106,191
795,-0.38009740113548385,191
796,-0.38095885080468317,191
797,-0.38189926162782883,191
798,-0.38290682276259946,191
799,-0.38396953625624075,191
800,-0.38507516688599464,191
801,-0.3862111716259242,191
802,-0.38736471805292805,191
803,-0.38852266606525354,191
804,-0.38967160217968944,191
805,-0.3907978698107658,191
806,-0.39188774912890867,191
807,-0.39292763850913026,191
808,-0.3939043082344197,191
809,-0.3948052112195115,191
810,-0.39561872396331454,191
811,-0.3963345228820425,191
812,-0.39694381503653664,191
813,-0.3974395573322228,191
814,-0.3978166975731222,191
815,-0.39807225327535545,191
816,-0.3982053000989694,191
817,-0.3982169411032762,191
818,-0.3981101550825169,191
819,-0.3978895720027389,191
820,-0.39756132377042475,191
821,-0.3971327224404838,191
822,-0.3966120192406948,191
823,-0.396008128313344,191
824,-0.3953304094573654,191
825,-0.39458846532090575,191
826,-0.3937919681955485,191
827,-0.3929505103003227,191
828,-0.39207346124939635,191
829,-0.39116990477943914,191
830,-0.39024852463820603,191
831,-0.38931761985573865,191
832,-0.38838501108791734,191
833,-0.3874580378126137,191
834,-0.38654350241923296,191
835,-0.3831614942511514,191
836,-0.37905329588194814,191
837,-0.37513803845319393,191
838,-0.37147907267562985,191
839,-0.3681181707359793,191
840,-0.36507914314810397,191
841,-0.3623710467916068,191
842,-0.35999088838880944,191
843,-0.35792601056145856,191
844,-0.3561563626475226,191
845,-0.35465686594526313,191
846,-0.35339988048579896,191
847,-0.35235778068629975,191
848,-0.3515053814821619,191
849,-0.3508220725884408,191
850,-0.3502932944429865,191
851,-0.34991126550413043,191
852,-0.3496748665565557,191
853,-0.34958877627922735,191
854,-0.34966208402117394,191
855,-0.34990648189342016,191
856,-0.3503344871105485,191
857,-0.35095768942397954,191
858,-0.35178530969846655,191
859,-0.35282316779482126,191
860,-0.3540729192604991,191
861,-0.3555316808977701,191
862,-0.35719198599550117,191
863,-0.3590419542107395,191
864,-0.36106571410692556,191
865,-0.3632439470346206,191
866,-0.36555461126123645,191
867,-0.3679737171584133,191
868,-0.3704761324531656,191
869,-0.3730363145751088,191
870,-0.37562891992728886,191
871,-0.378229264418131,191
872,-0.38081356994982907,191
873,-0.3833590157471195,191
874,-0.38584354797604825,191
875,-0.38824563377437693,191
876,-0.390543997066073,191
877,-0.39271740439561376,191
878,-0.3947446508293263,191
879,-0.3966046753335235,191
880,-0.39827699186726917,191
881,-0.3997422788562377,191
882,-0.4009832056425068,191
883,-0.40198524497725985,191
884,-0.40273750458408164,191
885,-0.4032334786832392,191
886,-0.40347136839293707,191
887,-0.40345430981560226,191
888,-0.40319016030544885,191
889,-0.4026910478384358,191
890,-0.4019727679418851,191
891,-0.401053942632714,191
892,-0.39995529503094895,191
893,-0.398698839266847,191
894,-0.39730720868306024,191
895,-0.3958031388939035,191
896,-0.39420899508031315,191
897,-0.39254642153085384,191
898,-0.39083615692239226,191
899,-0.38909786871091623,191
